Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5144.335782,5705.435912,8857.789951,10131.34637,10988.63004
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13905.27355,14682.76678,15663.1744,16581.02109,17531.69842
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2583.480943,2918.543918,3976.9038,4419.619272,4632.979794
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18372.37645,22808.50553,41059.58478,46077.38556,46570.47027
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2953.981576,3265.853543,3984.217836,4334.170396,4466.383555
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30782.45394,31824.15484,40559.69857,45596.85306,47717.51297
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26665.8373,26803.23369,38657.66772,44557.28105,47331.0983
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9867.396953,11441.76368,15406.16706,16347.0435,17516.79847
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3713.132159,4494.731323,5663.121607,6163.248978,5896.710829
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4756.976477,5079.46771,6219.028478,7361.508756,8000.818605
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,37795.2744,39542.13567,56106.1844,61676.57582,64373.88129
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,126014.9189,174619.9114,116832.5703,122920.4988,128918.5493
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16782.1173,18803.88022,37732.5555,42217.9936,45777.03873
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20163.60938,22789.54297,38938.49609,40991.61719,44120.14453
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1190.75758,1412.907522,2731.090153,3095.918641,3396.155325
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3528.530628,4236.801101,7561.392538,8538.424167,9366.424202
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,57289.69034,63745.91473,55768.23552,61440.76529,61102.91537
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3937.526855,4112.21875,3248.975586,3355.378174,2740.421143
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2580.719492,2684.949897,4173.677414,4529.148863,4791.44862
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,67735.34808,80052.3915,131864.0923,141913.2773,141553.473
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1989.02116,2306.275067,2518.421624,2697.440432,2812.375764
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1722.061027,1927.341438,2848.705977,3143.211251,3367.51026
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6174.691551,6593.678068,10809.7134,11858.07806,12657.03406
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,71723.62422,56239.95927,64745.13168,75941.48991,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,739.2094693,881.3831131,1392.464262,1486.757659,1556.523091
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13122.50359,14298.29638,23406.41345,26242.342,28748.47596
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3122.395386,3401.299788,4226.337162,4582.226849,4763.522781
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2887.374159,2718.048479,,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3124.013241,3403.046925,4228.467669,4584.761596,4766.178927
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16292.45996,17145.95865,23097.06244,26410.49841,28152.02302
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2801.835793,2914.212857,5732.694561,6033.681172,6149.981461
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12097.34912,13926.22262,18458.235,20078.83655,21135.54564
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23714.13536,26201.65028,38356.05012,41111.74753,43625.36419
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29460.94142,28715.634,45914.05724,51079.17807,53952.20473
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,41906.69902,44332.52174,62731.70062,66375.61646,67198.02004
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6747.630568,7426.173323,9846.20708,10434.48135,11245.14915
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,39730.54673,40507.06724,47005.46922,49826.11463
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18880.57486,21780.70756,29979.82727,30575.57051,32705.94431
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,4592.838601,4772.461677,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,22974.06495,21192.48236,23793.36228,24755.8063
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1572.919725,1742.216017,1700.166988,1808.83862,1863.940621
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7474.353843,9670.578648,17874.50064,19795.62433,21497.18181
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15234.71929,17500.09564,29807.6944,32852.02716,35393.57705
Togo,TGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1429.306784,1615.982363,2577.201963,2852.064429,3071.512168
Thailand,THA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12062.15987,13227.45411,20245.24241,22220.28648,23465.06314
Tajikistan,TJK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2120.018457,2455.972783,3985.912476,4514.175124,4963.582953
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7915.547924,10282.72662,16434.13991,18340.11128,19828.92485
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12805.16334,14271.64699,18566.63712,20704.12385,21747.98435
Timor-Leste,TLS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1675.045695,2065.96056,6824.792389,5725.146172,4803.969248
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10541.93629,11134.38542,12233.38627,13479.43858,14171.91936
Tonga,TON,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4600.34896,4855.429174,7034.924838,7393.796685,
South Asia (IDA & IBRD),TSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3528.530628,4236.801101,7561.392538,8538.424167,9366.424202
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3124.013241,3403.046925,4228.467669,4584.761596,4766.178927
Trinidad and Tobago,TTO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30807.28485,31077.79697,30826.20881,33556.46432,35188.53492
Tunisia,TUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9975.022321,10435.99567,12375.34293,13532.63804,13931.85932
Turkiye,TUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16038.29562,19590.95104,31338.26652,39101.07481,42326.16444
Tuvalu,TUV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3291.08847,3175.928412,5352.973141,5661.131626,6150.999704
Tanzania,TZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1908.373535,2211.466797,3493.083008,3799.862305,4018.516602
Uganda,UGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1930.708695,2267.722704,2684.920359,2919.177754,3097.637024
Ukraine,UKR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9323.722656,9126.608398,17846.4082,14770.07129,17630.125
Upper middle income,UMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9845.802414,11971.09656,19232.21272,21353.1042,23012.71444
Uruguay,URY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15694.23541,19135.3637,29441.47749,33081.50743,34426.60247
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,48570.05943,50065.97895,71318.30736,78035.17536,82769.41221
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4800.059143,5949.484124,9247.643827,10292.53094,11106.97159
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10901.56487,10773.61447,15900.97658,18396.49687,20349.22857
"Venezuela, RB",VEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17480.19086,17349.176,,,
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,43465.23469,39006.08201,46893.5497,49793.03244,
Viet Nam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4844.067047,5786.123489,12048.90199,13852.11636,14973.88396
Vanuatu,VUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2701.288361,2815.686934,3135.836649,3345.268102,3460.933714
World,WLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12255.41136,13536.25324,19633.88836,21637.49144,22850.35823
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4939.225583,5494.240631,6214.016928,6260.402383,6996.841921
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6352.652319,7776.473931,12362.4141,13950.89673,15141.24573
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3369.51435,3113.382927,,,
South Africa,ZAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12525.26303,13143.19334,13711.29357,14759.43507,15194.19918
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2708.008197,3228.487143,3503.034914,3840.724505,4076.995087
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1290.247885,1993.435306,3184.785451,3560.043273,3820.362629
